name,PC1,PC2
1INCHUSDT.csv,-0.16611873931155416,-0.0644138476506903
1INCHUSDT.csv,-0.16611486083757995,-0.06440986697787263
1MBABYDOGEUSDT.csv,-0.166407984941527,-0.019111943300154942
1MBABYDOGEUSDT.csv,-0.1664259710524305,-0.0139612477244272
1MBABYDOGEUSDT.csv,-0.1664076121384184,-0.01911155651578797
1MBABYDOGEUSDT.csv,-0.16636068588473862,-0.03234954131236076
1MBABYDOGEUSDT.csv,-0.1663020564051917,-0.04891572202470308
1MBABYDOGEUSDT.csv,-0.16627891420292268,-0.05547354157302173
1MBABYDOGEUSDT.csv,-0.1662657351019322,-0.059204741212266786
1MBABYDOGEUSDT.csv,-0.16631948277977393,-0.0440208699851764
1MBABYDOGEUSDT.csv,-0.16628263293568282,-0.05441634343264997
AAVEUSDT.csv,-0.10811223346363064,-0.06421896633359393
AAVEUSDT.csv,-0.10719640966574813,-0.06421559775519757
AAVEUSDT.csv,-0.1073189090928391,-0.06421594855982846
AAVEUSDT.csv,-0.10694854108540588,-0.0642142226634319
AAVEUSDT.csv,-0.10481467844417966,-0.06420710070836946
AAVEUSDT.csv,-0.10745518200532819,-0.06421638529244311
AAVEUSDT.csv,-0.10739249737462847,-0.06421635062527468
AAVEUSDT.csv,-0.10795371557613498,-0.06421837905109408
AAVEUSDT.csv,-0.10444412659246276,-0.06420568793340257
AAVEUSDT.csv,-0.09893781057065626,-0.06418619297374399
AAVEUSDT.csv,-0.09599766647196889,-0.06417566277457218
AAVEUSDT.csv,-0.09795514148937756,-0.0641826954690723
AAVEUSDT.csv,-0.09945136187132571,-0.06418812119624957
AAVEUSDT.csv,-0.10048740440926361,-0.06419194654909721
AAVEUSDT.csv,-0.09967369607076487,-0.06418891904344279
AAVEUSDT.csv,-0.10057353057223867,-0.06419215828040085
AAVEUSDT.csv,-0.10065362525779697,-0.06419245085947492
AAVEUSDT.csv,-0.10138444136062799,-0.06419505425537558
AAVEUSDT.csv,-0.09812285258590042,-0.0641834843195398
AAVEUSDT.csv,-0.09551424839897922,-0.06417433092086532
AAVEUSDT.csv,-0.09509013178162828,-0.06417291482340438
AAVEUSDT.csv,-0.09263371738451041,-0.06416397193896359
AAVEUSDT.csv,-0.0880634249222492,-0.06414772633289291
AAVEUSDT.csv,-0.08781834116810497,-0.06414699667559769
ACAUSDT.csv,-0.1662192616168323,-0.06429274899208415
ACAUSDT.csv,-0.16621917778883866,-0.06434078347320515
ACAUSDT.csv,-0.16622028556862228,-0.06439737411988221
ACAUSDT.csv,-0.16622110710157703,-0.06440819683521457
ACAUSDT.csv,-0.16622087316333203,-0.06441455844443307
ACAUSDT.csv,-0.16622182561215393,-0.06440829566501535
ACAUSDT.csv,-0.16622206644326373,-0.06441451768337687
ACAUSDT.csv,-0.16622190949182883,-0.06441606499240665
ACAUSDT.csv,-0.16622090915312387,-0.06441079107334827
ACAUSDT.csv,-0.16622000968051573,-0.06441195458333687
ACAUSDT.csv,-0.16621991859398327,-0.06441456997841821
ACAUSDT.csv,-0.16622030569313348,-0.0644104922993415
ACAUSDT.csv,-0.1662199520721126,-0.06440596171118478
ACAUSDT.csv,-0.16621907695659408,-0.06438777518455903
ACAUSDT.csv,-0.16621980534090755,-0.06441087544064097
ACAUSDT.csv,-0.1662211410706298,-0.06441090008280427
ACAUSDT.csv,-0.16622124994877394,-0.06441574771763077
ACAUSDT.csv,-0.16622072057201598,-0.0644113588166721
ACAUSDT.csv,-0.1662193211569031,-0.06440319034935303
ACAUSDT.csv,-0.16621836448982696,-0.06440767694275902
ACAUSDT.csv,-0.1662179646273979,-0.06441507237927831
ACAUSDT.csv,-0.1662182027846307,-0.06441070936201955
ACAUSDT.csv,-0.16621766148431852,-0.06435297460414349
ACAUSDT.csv,-0.16621576099442123,-0.06432138486425973
ACEUSDT.csv,-0.16529550585886643,-0.0644208029192667
ACEUSDT.csv,-0.16529076023860642,-0.06442070917702922
ACEUSDT.csv,-0.1652933516945561,-0.06442101362930072
ACEUSDT.csv,-0.16532641650217864,-0.0644202819883468
ACEUSDT.csv,-0.16530226333755332,-0.06442086690743934
ACEUSDT.csv,-0.16533088983605834,-0.06441980808372925
ACEUSDT.csv,-0.16533291142623444,-0.06442095092431888
ACEUSDT.csv,-0.16530834261417562,-0.06442065084781434
ACEUSDT.csv,-0.16527350472911648,-0.06442001853958707
ACEUSDT.csv,-0.1652465332514488,-0.06442048607271385
ACEUSDT.csv,-0.1652405457429763,-0.06441944491140233
ACEUSDT.csv,-0.1652094962711121,-0.06441974314060747
ACEUSDT.csv,-0.16519272088633255,-0.06441995878437268
ACEUSDT.csv,-0.16518661294220374,-0.06442047384402917
ACEUSDT.csv,-0.1652162769561922,-0.06442068084341593
ACEUSDT.csv,-0.16526817452778247,-0.0644206145126714
ACEUSDT.csv,-0.16525097528662513,-0.06442045021242043
ACEUSDT.csv,-0.16518974347942106,-0.06441902007894376
ACEUSDT.csv,-0.16514359893657582,-0.06441946195849539
ACEUSDT.csv,-0.16514667168440522,-0.06441942504418051
ACEUSDT.csv,-0.1651500513852448,-0.0644195037076363
ACEUSDT.csv,-0.16512075421472758,-0.06441633341695034
ACEUSDT.csv,-0.16511413563082322,-0.06441806474578224
ACEUSDT.csv,-0.1650902665320464,-0.06441882158864397
ACHUSDT.csv,-0.16624038542811598,-0.0643599843656476
ACHUSDT.csv,-0.16624048425415944,-0.06432332587340313
ACHUSDT.csv,-0.16624030968714282,-0.06436007503796519
ACHUSDT.csv,-0.1662406346735658,-0.06433103068336532
ACHUSDT.csv,-0.16624054075061723,-0.06435790263006488
ACHUSDT.csv,-0.16624087701581428,-0.06432669696026166
ACHUSDT.csv,-0.16624070559317022,-0.06436005908627138
ACHUSDT.csv,-0.1662405238101445,-0.0643390792763481
ACHUSDT.csv,-0.1662404206849246,-0.06425636754026989
ACHUSDT.csv,-0.16624013095234622,-0.06425390046301233
ACHUSDT.csv,-0.16623988254056762,-0.06427995157311539
ACHUSDT.csv,-0.16623956504222087,-0.06432546275411612
ACHUSDT.csv,-0.16623964632082658,-0.06430222956680108
ACHUSDT.csv,-0.16623947191320373,-0.06434753348879609
ACHUSDT.csv,-0.16623972502742837,-0.06429729252262842
ACHUSDT.csv,-0.16623992474320196,-0.06435155625838147
ACHUSDT.csv,-0.1662400102566164,-0.06434312528189348
ACHUSDT.csv,-0.16623980295443333,-0.06431846446684572
ACHUSDT.csv,-0.16623955955669187,-0.06426416238841419
ACHUSDT.csv,-0.16623939346862474,-0.06427246597928261
ACHUSDT.csv,-0.1662390486722266,-0.06435226663469225
ACHUSDT.csv,-0.16623919795266381,-0.06434804863639222
ACHUSDT.csv,-0.1662393339261672,-0.06430375402956638
ACHUSDT.csv,-0.1662393306829753,-0.06423796992297738
ACMUSDT.csv,-0.1655828993534486,-0.06442204484731448
ACMUSDT.csv,-0.16558398571408853,-0.06442250259470383
ACMUSDT.csv,-0.1655778834342046,-0.06442208803941046
ACMUSDT.csv,-0.1655902300581151,-0.06442229195213886
ACMUSDT.csv,-0.16559588089157073,-0.06442239507176568
ACMUSDT.csv,-0.16561496542745696,-0.06442246331460125
ACMUSDT.csv,-0.16561486797454447,-0.06442266185339056
ACMUSDT.csv,-0.16560163293314173,-0.06442265460793949
ACMUSDT.csv,-0.16557570089534407,-0.06442244327875143
ACMUSDT.csv,-0.16555654723314217,-0.06442235369433812
ACMUSDT.csv,-0.16555949252712981,-0.06442233323972958
ACMUSDT.csv,-0.165554876157426,-0.06442239398840342
ACMUSDT.csv,-0.16554379770440106,-0.06442234892413146
ACMUSDT.csv,-0.16553873012852852,-0.06442241157774722
ACMUSDT.csv,-0.16556212954092953,-0.06442246420971218
ACMUSDT.csv,-0.1655961779598361,-0.06442245337323357
ACMUSDT.csv,-0.16559963032124594,-0.06442254701990757
ACMUSDT.csv,-0.16560117988174133,-0.06442259815998784
ACMUSDT.csv,-0.1655798363955993,-0.06442235440781474
ACMUSDT.csv,-0.1655660139423493,-0.06442243520686333
ACMUSDT.csv,-0.16555864749669988,-0.06442239076586166
ACMUSDT.csv,-0.16556799763698474,-0.06442248827433508
ACMUSDT.csv,-0.1655735120882475,-0.06442254017474625
ACMUSDT.csv,-0.1655695978188243,-0.06442252467963534
ADAUSDT.csv,-0.16609168875122027,-0.0643645466323398
ADAUSDT.csv,-0.1660939193462556,-0.06435835056419055
ADAUSDT.csv,-0.16609603177490237,-0.06435366079557456
ADAUSDT.csv,-0.1661003612435254,-0.06431146520087373
ADAUSDT.csv,-0.16609662188904317,-0.0643146953750944
ADAUSDT.csv,-0.16610047663945096,-0.06430013957314026
ADAUSDT.csv,-0.16609931891279778,-0.06438264148922504
ADAUSDT.csv,-0.16609401564256657,-0.06435741831998913
ADAUSDT.csv,-0.16608937321701292,-0.06434863864851682
ADAUSDT.csv,-0.16608919784183537,-0.06437655884435334
ADAUSDT.csv,-0.16608770072707907,-0.0643524377620987
ADAUSDT.csv,-0.1660830689716837,-0.06434650538222048
ADAUSDT.csv,-0.16608197546813225,-0.06436660078565601
ADAUSDT.csv,-0.16608247648546406,-0.06438603548332786
ADAUSDT.csv,-0.16608773525497422,-0.06436078399311027
ADAUSDT.csv,-0.16609340220711408,-0.06436235154111478
ADAUSDT.csv,-0.16609319906503253,-0.0643691464971108
ADAUSDT.csv,-0.16609164148319608,-0.06435855396427513
ADAUSDT.csv,-0.1660862887662727,-0.06434112380561896
ADAUSDT.csv,-0.16608417262805422,-0.064364394743743
ADAUSDT.csv,-0.16608318530372027,-0.06438598995383338
ADAUSDT.csv,-0.16608427307271817,-0.06437461767643457
ADAUSDT.csv,-0.16608272667457064,-0.0643488307559182
ADAUSDT.csv,-0.16607414819340163,-0.06431931305253513
ADXUSDT.csv,-0.16618312424920928,-0.06442196612602273
ADXUSDT.csv,-0.16618208439802243,-0.06442061701784423
ADXUSDT.csv,-0.16618029943094692,-0.06442006190107849
ADXUSDT.csv,-0.1661814060923592,-0.06441757564612902
ADXUSDT.csv,-0.16618194290601665,-0.06442147899352872
ADXUSDT.csv,-0.1661831553120995,-0.06441798026310533
ADXUSDT.csv,-0.16618369919477566,-0.06442255406010723
ADXUSDT.csv,-0.16618313486898145,-0.0644222721245287
ADXUSDT.csv,-0.16618156069724752,-0.064420534144273
ADXUSDT.csv,-0.16617993903651596,-0.06442238984436564
ADXUSDT.csv,-0.16617940192581546,-0.0644188044531515
ADXUSDT.csv,-0.16617913384161925,-0.06442021380506416
ADXUSDT.csv,-0.16617954643886246,-0.06442205080798169
ADXUSDT.csv,-0.1661794677347846,-0.0644234928895331
ADXUSDT.csv,-0.16618032007055636,-0.06442280783230397
ADXUSDT.csv,-0.16618268730581096,-0.06442009745033257
ADXUSDT.csv,-0.16618378520386154,-0.06442065140042894
ADXUSDT.csv,-0.1661823016528662,-0.06441688309812112
ADXUSDT.csv,-0.16617934637938372,-0.06441926228371465
ADXUSDT.csv,-0.16617704524561908,-0.06441155829874406
ADXUSDT.csv,-0.16617525826580568,-0.0644188386453489
ADXUSDT.csv,-0.1661759796818308,-0.06441605412809151
ADXUSDT.csv,-0.1661771541322248,-0.06441761088313035
ADXUSDT.csv,-0.16617622560560646,-0.06442148645447118
AERGOUSDT.csv,-0.16620859058592388,-0.06441830813440837
AERGOUSDT.csv,-0.16620828120739783,-0.06441886517648032
AERGOUSDT.csv,-0.16620810350602494,-0.06441887156778674
AERGOUSDT.csv,-0.16620912130399057,-0.06440851094155098
AERGOUSDT.csv,-0.1662092406917558,-0.06441758078554204
AERGOUSDT.csv,-0.16620967645978307,-0.06441764023956224
AERGOUSDT.csv,-0.166209805001841,-0.06441927905561567
AERGOUSDT.csv,-0.16620905338053954,-0.06441864399391475
AERGOUSDT.csv,-0.16620779677912556,-0.06441684004349844
AERGOUSDT.csv,-0.1662029501603265,-0.06425870250101673
AERGOUSDT.csv,-0.16620197870674663,-0.06435677103833519
AERGOUSDT.csv,-0.16620345730780012,-0.06439547348034479
AERGOUSDT.csv,-0.16620318695408356,-0.06439757967456024
AERGOUSDT.csv,-0.16620404611667136,-0.06441335230299172
AERGOUSDT.csv,-0.16620301948851293,-0.06436564690886884
AERGOUSDT.csv,-0.16620285357842116,-0.0643685180749627
AERGOUSDT.csv,-0.16620377128069863,-0.06440335814940318
AERGOUSDT.csv,-0.16620369023108555,-0.06440080004047147
AERGOUSDT.csv,-0.16620239637789608,-0.06439291361928423
AERGOUSDT.csv,-0.16619887984636206,-0.06435292068776104
AERGOUSDT.csv,-0.16619598567556618,-0.06438754680771895
AERGOUSDT.csv,-0.16619487709689892,-0.06440242159452557
AERGOUSDT.csv,-0.16619716915406768,-0.06440958584770454
AERGOUSDT.csv,-0.16619523595632676,-0.06437838566368745
AEURUSDT.csv,-0.16573683015071014,-0.0644231068619292
AEURUSDT.csv,-0.16573512678339852,-0.0644230133836774
AEURUSDT.csv,-0.16573487889695643,-0.06442278962128484
AEURUSDT.csv,-0.1657343489291524,-0.06442280983446409
AEURUSDT.csv,-0.16573254758472664,-0.06442286782279665
AEURUSDT.csv,-0.16573391803863696,-0.06442163638465126
AEURUSDT.csv,-0.16573498075200463,-0.06442312171243658
AEURUSDT.csv,-0.16573446787915952,-0.06442320329941187
AEURUSDT.csv,-0.1657347986372192,-0.06442300852560506
AEURUSDT.csv,-0.16573580472110536,-0.06442304962918487
AEURUSDT.csv,-0.1657362849163476,-0.06442312531207284
AEURUSDT.csv,-0.16573525742457063,-0.06442316804207936
AEURUSDT.csv,-0.1657333545186441,-0.06442293255333757
AEURUSDT.csv,-0.16573307595535822,-0.06442303480150237
AEURUSDT.csv,-0.16573323313895694,-0.0644230776465546
AEURUSDT.csv,-0.1657319790209353,-0.0644229877477181
AEURUSDT.csv,-0.1657311532109009,-0.06442217565706451
AEURUSDT.csv,-0.16573116313223948,-0.06442257678190925
AEURUSDT.csv,-0.16573116948049524,-0.06442147536668018
AEURUSDT.csv,-0.16572953901694107,-0.0644223429066296
AEURUSDT.csv,-0.16572958735356333,-0.06442274767409022
AEURUSDT.csv,-0.16572977416904727,-0.06442246943262028
AEURUSDT.csv,-0.16573117414270225,-0.0644218988195052
AEURUSDT.csv,-0.1657303044613682,-0.0644222674120466
AEVOUSDT.csv,-0.16610278312049712,-0.06440771958133697
AEVOUSDT.csv,-0.16610128802512697,-0.06440842445167386
AEVOUSDT.csv,-0.1660995266081243,-0.06440988571200806
AEVOUSDT.csv,-0.16610282825155906,-0.0644055704340585
AEVOUSDT.csv,-0.16610194378387555,-0.06441245331011904
AEVOUSDT.csv,-0.16610678006113785,-0.06440057189641936
AEVOUSDT.csv,-0.16610461796366102,-0.06441386324994679
AEVOUSDT.csv,-0.1660981265429162,-0.06441036641950555
AEVOUSDT.csv,-0.16609243825921122,-0.06440918488366382
AEVOUSDT.csv,-0.16609136346813425,-0.06441191454256544
AEVOUSDT.csv,-0.16609362747340134,-0.0643977980344936
AEVOUSDT.csv,-0.1660919440847928,-0.06441140298220101
AEVOUSDT.csv,-0.1660877996770048,-0.0644057482996833
AEVOUSDT.csv,-0.1660855533748681,-0.06441340361849028
AEVOUSDT.csv,-0.16609079853651376,-0.06441312767430822
AEVOUSDT.csv,-0.16609718969043863,-0.0644112567450937
AEVOUSDT.csv,-0.16608882435194786,-0.06440175569914285
AEVOUSDT.csv,-0.16607727969436234,-0.0643957240332317
AEVOUSDT.csv,-0.16607072648552246,-0.06440409986150385
AEVOUSDT.csv,-0.1660680907294062,-0.06440106793470993
AEVOUSDT.csv,-0.16606513107939808,-0.06441143554653574
AEVOUSDT.csv,-0.16606946603477873,-0.06440697043273512
AEVOUSDT.csv,-0.1660669309890526,-0.06440535131772746
AEVOUSDT.csv,-0.16606176464424005,-0.06439395355110758
AGLDUSDT.csv,-0.1659265287715981,-0.06442206973158855
AGLDUSDT.csv,-0.16592352209998457,-0.06442297384306526
AGLDUSDT.csv,-0.16591910100074225,-0.06442311516268993
AGLDUSDT.csv,-0.16592428724517802,-0.06442301928240594
AGLDUSDT.csv,-0.1659210522015039,-0.06442334148612734
AGLDUSDT.csv,-0.1659302979154166,-0.06442305109196264
AGLDUSDT.csv,-0.16592722661799225,-0.06442335190270553
AGLDUSDT.csv,-0.16591791881970835,-0.06442332040740012
AGLDUSDT.csv,-0.1659054182100936,-0.0644229427750421
AGLDUSDT.csv,-0.16589342348616531,-0.06442302945025478
AGLDUSDT.csv,-0.16589320388815731,-0.06442285213529442
AGLDUSDT.csv,-0.16588054045443573,-0.06442312081627681
AGLDUSDT.csv,-0.1658628154276628,-0.06442274572593995
AGLDUSDT.csv,-0.16584544554399117,-0.06442252444203339
AGLDUSDT.csv,-0.1658523187420786,-0.06442280568150408
AGLDUSDT.csv,-0.16587230806196995,-0.06442281607055483
AGLDUSDT.csv,-0.16585470485707987,-0.06442111390337799
AGLDUSDT.csv,-0.16583030359562081,-0.06442257953657379
AGLDUSDT.csv,-0.16582375290342463,-0.06442178390129054
AGLDUSDT.csv,-0.16583074776687162,-0.06442216684132679
AGLDUSDT.csv,-0.16581928882165972,-0.06442289251534312
AGLDUSDT.csv,-0.16581920439396666,-0.06442264205264417
AGLDUSDT.csv,-0.16581713123895117,-0.06442241163237047
AGLDUSDT.csv,-0.16580854372143708,-0.06442270423227585
AIUSDT.csv,-0.16607791411045963,-0.0644148190741274
AIUSDT.csv,-0.16607504151064637,-0.0644143909886334
AIUSDT.csv,-0.1660746678490365,-0.0644153148421183
AIUSDT.csv,-0.16608234592057852,-0.06441313481961734
AIUSDT.csv,-0.1660834673790189,-0.06441726978226263
AIUSDT.csv,-0.16608435274771854,-0.06440810541360574
AIUSDT.csv,-0.1660848603987808,-0.06441635773280228
AIUSDT.csv,-0.16608047546783433,-0.06441574783662635
AIUSDT.csv,-0.16607386524112414,-0.06441208532449967
AIUSDT.csv,-0.1660706885343781,-0.06441453583904931
AIUSDT.csv,-0.16607397994992884,-0.06440667362339585
AIUSDT.csv,-0.1660710729512782,-0.06440974585250203
AIUSDT.csv,-0.1660644342434587,-0.06441158293701552
AIUSDT.csv,-0.16606291096742637,-0.06441295229932122
AIUSDT.csv,-0.16606955640279672,-0.06441407569150447
AIUSDT.csv,-0.16607721706003475,-0.06441331735978487
AIUSDT.csv,-0.16607205966728142,-0.06440841762787403
AIUSDT.csv,-0.16606041256231371,-0.06440299411476472
AIUSDT.csv,-0.16604963941296322,-0.0644033616125557
AIUSDT.csv,-0.16604728450511205,-0.06440713735336129
AIUSDT.csv,-0.16604992450849837,-0.06441191856384831
AIUSDT.csv,-0.16604810605675957,-0.06440532564863832
AIUSDT.csv,-0.16603175163873432,-0.06437850387327622
AIUSDT.csv,-0.16600883394030844,-0.06439396545558063
AKROUSDT.csv,-0.16624768159209563,-0.06394645543356361
AKROUSDT.csv,-0.16624659608305378,-0.06426516365750216
AKROUSDT.csv,-0.16624645013255143,-0.06430907835381933
AKROUSDT.csv,-0.1662467082504673,-0.06426117353147831
AKROUSDT.csv,-0.16624673930894798,-0.06426034819597719
AKROUSDT.csv,-0.16624704442104765,-0.0641911182257017
AKROUSDT.csv,-0.1662475276405795,-0.06404348491992398
AKROUSDT.csv,-0.16624721229798292,-0.06412773069312697
AKROUSDT.csv,-0.16624706442388001,-0.0641545862729349
AKROUSDT.csv,-0.16625098525994947,-0.06301204234965342
AKROUSDT.csv,-0.1662484586927282,-0.06376656823750004
AKROUSDT.csv,-0.16624790294496283,-0.06392608123355191
AKROUSDT.csv,-0.16624760405515512,-0.06400625056105516
AKROUSDT.csv,-0.16624725714525146,-0.06410142568073028
AKROUSDT.csv,-0.16624761447630923,-0.06400964571244143
AKROUSDT.csv,-0.1662477241109908,-0.06399207921614572
AKROUSDT.csv,-0.16624793418040706,-0.06392916326923428
AKROUSDT.csv,-0.1662482447642916,-0.0638365581330146
AKROUSDT.csv,-0.1662475965386493,-0.06400484203875571
AKROUSDT.csv,-0.1662474645763821,-0.06403168302185418
AKROUSDT.csv,-0.16625040146996023,-0.06317360125555234
AKROUSDT.csv,-0.16624791181600693,-0.06389348817678202
AKROUSDT.csv,-0.1662470986523078,-0.06412894664296677
AKROUSDT.csv,-0.16624867309597444,-0.06366579181462892
ALCXUSDT.csv,-0.15991117440798447,-0.06440258665727326
ALCXUSDT.csv,-0.15984370100379128,-0.06440234273364107
ALCXUSDT.csv,-0.15981510556844514,-0.06440223582475876
ALCXUSDT.csv,-0.16001375190108222,-0.06440292945826033
ALCXUSDT.csv,-0.16008355705594898,-0.06440320176613747
ALCXUSDT.csv,-0.1602979778060496,-0.064403952004291
ALCXUSDT.csv,-0.1603343420174612,-0.06440408652829903
ALCXUSDT.csv,-0.16027268808080705,-0.0644038687375345
ALCXUSDT.csv,-0.1600710283424156,-0.06440309837369164
ALCXUSDT.csv,-0.15992596710383766,-0.06440263655380496
ALCXUSDT.csv,-0.1598465973777239,-0.06440224970105052
ALCXUSDT.csv,-0.1598425323262625,-0.06440234585475234
ALCXUSDT.csv,-0.15970116898447337,-0.06440184672703138
ALCXUSDT.csv,-0.1596329786977766,-0.06440162089552806
ALCXUSDT.csv,-0.15979324046217883,-0.06440218360973407
ALCXUSDT.csv,-0.16002858316472596,-0.06440300569037773
ALCXUSDT.csv,-0.16015684735400473,-0.06440343595259403
ALCXUSDT.csv,-0.16013009210532533,-0.0644033505650007
ALCXUSDT.csv,-0.15982400885976425,-0.06440225815804909
ALCXUSDT.csv,-0.15953934874805037,-0.06440125185538229
ALCXUSDT.csv,-0.1593352586792451,-0.06440055428464427
ALCXUSDT.csv,-0.15936678704805646,-0.06440066781531573
ALCXUSDT.csv,-0.15933194007975104,-0.06440053644644411
ALCXUSDT.csv,-0.15924318856784223,-0.06440022718010077
ALGOUSDT.csv,-0.16619216647135754,-0.06439921033722491
ALGOUSDT.csv,-0.16619152495493,-0.0643986571299091
ALGOUSDT.csv,-0.16619115530099687,-0.06440036577349563
ALGOUSDT.csv,-0.16619248229306186,-0.06438549542052292
ALGOUSDT.csv,-0.16619263902507905,-0.0643973155994246
ALGOUSDT.csv,-0.16619411106757342,-0.06437418670274858
ALGOUSDT.csv,-0.1661930552650589,-0.06439552019492559
ALGOUSDT.csv,-0.1661910137114356,-0.06438776743328974
ALGOUSDT.csv,-0.166189413822966,-0.06439583185819274
ALGOUSDT.csv,-0.16618860630133933,-0.06440309233379243
ALGOUSDT.csv,-0.1661891392541578,-0.06439881073907974
ALGOUSDT.csv,-0.16618848826290955,-0.06440705736873571
ALGOUSDT.csv,-0.16618734115970032,-0.06440130609945287
ALGOUSDT.csv,-0.16618681623305798,-0.06440608126175694
ALGOUSDT.csv,-0.16618841661094252,-0.06440503944659266
ALGOUSDT.csv,-0.1661901362664287,-0.06439512433735992
ALGOUSDT.csv,-0.16619042937328143,-0.06439754548303775
ALGOUSDT.csv,-0.16619030611189806,-0.0643887145447024
ALGOUSDT.csv,-0.16618775888992776,-0.06439417995801439
ALGOUSDT.csv,-0.16618666410555086,-0.06439454348932892
ALGOUSDT.csv,-0.1661857365331264,-0.0644070402514892
ALGOUSDT.csv,-0.16618607772979754,-0.06440686274716018
ALGOUSDT.csv,-0.16618645254924674,-0.064395772606719
ALGOUSDT.csv,-0.16618508996443568,-0.06439517312095729
ALICEUSDT.csv,-0.16580994648241995,-0.06442246115091876
ALICEUSDT.csv,-0.16580810783858146,-0.06442253217698894
ALICEUSDT.csv,-0.1658084582520286,-0.06442198356629149
ALICEUSDT.csv,-0.1658200373229204,-0.06442221331388717
ALICEUSDT.csv,-0.1658153586785663,-0.0644226569122234
ALICEUSDT.csv,-0.16583103830007057,-0.0644221908608659
ALICEUSDT.csv,-0.1658215506460537,-0.06442084371936704
ALICEUSDT.csv,-0.16580000656030078,-0.06441987434168313
ALICEUSDT.csv,-0.16579611227917657,-0.06442164086884596
ALICEUSDT.csv,-0.16578702523841748,-0.06442238236074173
ALICEUSDT.csv,-0.16579052540695402,-0.06442217051267476
ALICEUSDT.csv,-0.16578746463872313,-0.06442258437356448
ALICEUSDT.csv,-0.16577756108681557,-0.06442228642428008
ALICEUSDT.csv,-0.16577526389714567,-0.06442248952805739
ALICEUSDT.csv,-0.16579010522881196,-0.06442247921872564
ALICEUSDT.csv,-0.16581016723066286,-0.06442227354832394
ALICEUSDT.csv,-0.16580903050504942,-0.06442260077739527
ALICEUSDT.csv,-0.1657921335212621,-0.06442197742221573
ALICEUSDT.csv,-0.16576278282242576,-0.06442162451721371
ALICEUSDT.csv,-0.16574779565001352,-0.06442155670249636
ALICEUSDT.csv,-0.16572786172256093,-0.06441984573323113
ALICEUSDT.csv,-0.1657299259943887,-0.06442073140379716
ALICEUSDT.csv,-0.1657308854819421,-0.06442143742339325
ALICEUSDT.csv,-0.16572503726670387,-0.06442130264350795
ALPACAUSDT.csv,-0.16616927344444113,-0.0643991539242959
ALPACAUSDT.csv,-0.16616789813200128,-0.06440389837411216
