Date,Open,High,Low,Close,Volume
2024-09-01,0.006269,0.006588,0.005933,0.005936,1308987309.0
2024-09-02,0.005933,0.006314,0.005661,0.006225,1437894812.0
2024-09-03,0.006228,0.006583,0.005878,0.006001,1172077317.0
2024-09-04,0.00599,0.006574,0.00574,0.006459,2690199184.0
2024-09-05,0.006457,0.006753,0.006215,0.006381,1237531400.0
2024-09-06,0.00638,0.006492,0.005863,0.006121,895079648.0
2024-09-07,0.006109,0.006218,0.005923,0.005985,511286470.0
2024-09-08,0.005981,0.006059,0.005782,0.006042,503018715.0
2024-09-09,0.006042,0.00624,0.005877,0.006164,574085273.0
2024-09-10,0.006169,0.006265,0.00609,0.006158,478533835.0
2024-09-11,0.006164,0.006179,0.005821,0.005917,435996317.0
2024-09-12,0.005919,0.006089,0.005864,0.006083,358336518.0
2024-09-13,0.006084,0.006652,0.006049,0.006575,1659276831.0
2024-09-14,0.006578,0.006579,0.006175,0.006295,532196473.0
2024-09-15,0.00629,0.006361,0.005982,0.00602,368672222.0
2024-09-16,0.006018,0.006105,0.00586,0.005953,443802245.0
2024-09-17,0.005955,0.006068,0.005888,0.005993,222539885.0
2024-09-18,0.005994,0.006056,0.00566,0.00605,341251030.0
