Date,Open,High,Low,Close,Volume
2024-09-01,0.04446,0.04472,0.04242,0.04282,11222992.0
2024-09-02,0.04278,0.04569,0.04238,0.04542,17068232.0
2024-09-03,0.04541,0.04639,0.04308,0.04322,13709430.0
2024-09-04,0.04322,0.04468,0.04145,0.04384,19220321.0
2024-09-05,0.04383,0.04415,0.04172,0.0421,19291201.0
2024-09-06,0.04205,0.043,0.03939,0.04041,16364141.0
2024-09-07,0.0404,0.04218,0.03998,0.04106,8012991.0
2024-09-08,0.04102,0.04314,0.04096,0.04276,9738039.0
2024-09-09,0.04277,0.04576,0.04275,0.04564,12726112.0
2024-09-10,0.04563,0.0468,0.04443,0.04672,10619916.0
2024-09-11,0.04663,0.0468,0.04412,0.04618,11915479.0
2024-09-12,0.04616,0.04735,0.04505,0.04667,19736141.0
2024-09-13,0.04674,0.048,0.04555,0.04773,14913475.0
2024-09-14,0.04779,0.0479,0.04658,0.04726,9441594.0
2024-09-15,0.04719,0.04748,0.04453,0.0447,11052064.0
2024-09-16,0.04464,0.04499,0.04148,0.04282,21088459.0
2024-09-17,0.04281,0.04461,0.04236,0.04403,10359082.0
2024-09-18,0.04402,0.04506,0.04167,0.04501,11051943.0
