Date,Open,High,Low,Close,Volume
2024-09-01,1.0017,1.002,1.0008,1.0013,1944414.0
2024-09-02,1.0013,1.0034,1.0005,1.0009,4862733.0
2024-09-03,1.0009,1.0068,1.0007,1.0012,5644486.0
2024-09-04,1.001,1.0044,1.0007,1.0012,5961068.0
2024-09-05,1.001,1.0053,1.0007,1.0017,4219733.0
2024-09-06,1.0016,1.003,1.0008,1.0012,4641176.0
2024-09-07,1.0012,1.0018,1.0012,1.0017,2842235.0
2024-09-08,1.0016,1.0018,1.0012,1.0013,569072.0
2024-09-09,1.0014,1.0034,1.0013,1.0017,4946305.0
2024-09-10,1.0017,1.003,1.0015,1.0016,2209878.0
2024-09-11,1.0017,1.0034,1.001,1.0016,4094055.0
2024-09-12,1.0015,1.0016,1.0002,1.001,2589551.0
2024-09-13,1.001,1.0011,1.0003,1.0003,354318.0
2024-09-14,1.0003,1.0009,1.0,1.0006,2294530.0
2024-09-15,1.0005,1.0008,1.0002,1.0003,542830.0
2024-09-16,1.0003,1.0029,1.0002,1.0009,3880450.0
2024-09-17,1.0009,1.0019,0.9999,1.0005,2847617.0
2024-09-18,1.0004,1.0029,1.0001,1.0018,2721446.0
