Date,Open,High,Low,Close,Volume
2024-09-01,0.01122,0.01126,0.01044,0.01056,66149265.9
2024-09-02,0.01053,0.01145,0.01049,0.0113,68708133.8
2024-09-03,0.0113,0.01157,0.01057,0.01059,85893312.1
2024-09-04,0.0106,0.01117,0.01003,0.01093,63922407.6
2024-09-05,0.01093,0.01097,0.01038,0.01051,37248961.1
2024-09-06,0.01052,0.01082,0.00983,0.01018,64534213.7
2024-09-07,0.01018,0.01064,0.01008,0.01038,37022294.1
2024-09-08,0.01038,0.01088,0.01034,0.01076,41437470.9
2024-09-09,0.01076,0.01139,0.01066,0.01125,45618692.2
2024-09-10,0.01125,0.0116,0.01114,0.01145,61245072.8
2024-09-11,0.01145,0.01148,0.011,0.01114,70537760.4
2024-09-12,0.01118,0.01164,0.01116,0.01161,60131216.6
2024-09-13,0.01163,0.01192,0.01134,0.01176,61860519.3
2024-09-14,0.01179,0.01182,0.0115,0.01177,32655073.4
2024-09-15,0.01178,0.0119,0.011,0.01107,68875240.7
2024-09-16,0.01108,0.0112,0.01052,0.01062,59396164.9
2024-09-17,0.01061,0.01122,0.01049,0.01096,62841407.5
2024-09-18,0.01097,0.01158,0.01062,0.01155,63253611.7
