Date,Open,High,Low,Close,Volume
2024-09-01,0.4329,0.446,0.4054,0.4093,6427301.0
2024-09-02,0.409,0.4411,0.4075,0.4383,5833316.8
2024-09-03,0.4379,0.4482,0.4119,0.4127,4328688.7
2024-09-04,0.4127,0.4339,0.392,0.4262,6278374.9
2024-09-05,0.4263,0.43,0.4079,0.4118,5628466.5
2024-09-06,0.4116,0.4207,0.3832,0.3973,7353798.8
2024-09-07,0.3971,0.4125,0.3944,0.4005,4652737.3
2024-09-08,0.4004,0.4175,0.399,0.4094,6205660.9
2024-09-09,0.4095,0.4283,0.4053,0.4216,7358857.8
2024-09-10,0.4215,0.4275,0.4146,0.4218,5924173.9
2024-09-11,0.4221,0.4238,0.4005,0.4144,7375857.8
2024-09-12,0.4142,0.4329,0.4142,0.4309,7533125.1
2024-09-13,0.431,0.4478,0.4223,0.4433,6729856.0
2024-09-14,0.4433,0.445,0.4325,0.4381,2889308.8
2024-09-15,0.4381,0.4433,0.4165,0.4204,3752321.9
2024-09-16,0.4203,0.4255,0.4094,0.4151,4085592.5
2024-09-17,0.4144,0.4314,0.4094,0.4235,4952246.8
2024-09-18,0.4235,0.4418,0.4077,0.4417,6265230.3
